Apartment,Block,Distance,Name,licence_numbers,name_of_license,premise_address,address,Latitude,Longtitude
4 QUEEN'S RD,4,1.9137066289361786,COLD STORAGE,C02024A000,COLD STORAGE SINGAPORE (1983) PTE LTD,"1 FIFTH AVENUE #01-05, GUTHRIE HOUSE S(268802)",1 FIFTH AVENUE ,1.33081740114673,103.795692352549
4 QUEEN'S RD,4,0.5961147355095638,fairprice,C02034X000,NTUC FAIRPRICE CO-OPERATIVE LTD,"587 BUKIT TIMAH ROAD, CORONATION PLAZA S(269707)",587 BUKIT TIMAH ROAD,1.32383369976841,103.810002032513
4 QUEEN'S RD,4,0.802956719498217,COLD STORAGE,CE06464C000,COLD STORAGE SINGAPORE (1983) PTE LTD,"501 BUKIT TIMAH ROAD #01-02, CLUNY COURT S(259760)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,0.802956719498217,COLD STORAGE,CE06464C000,COLD STORAGE SINGAPORE (1983) PTE LTD,"501 BUKIT TIMAH ROAD #01-02, CLUNY COURT S(259760)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,0.802956719498217,THE FISHWIVES,W02430L000,THE FISHWIVES PTE. LTD.,"501 BUKIT TIMAH ROAD #01-05B, CLUNY COURT S(259760) (PART OF)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,0.802956719498217,THE FISHWIVES,W02430L000,THE FISHWIVES PTE. LTD.,"501 BUKIT TIMAH ROAD #01-05B, CLUNY COURT S(259760) (PART OF)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,1.4460177452508434,FPXpress,CE07705A000,CHEERS HOLDINGS (2004) PTE. LTD.,"30 GREENWOOD AVENUE, HILLCREST PARK S(289230)",30 GREENWOOD AVENUE,1.33176092057825,103.806586709072
4 QUEEN'S RD,4,1.4136071226252558,COLD STORAGE,CE09685B000,COLD STORAGE SINGAPORE (1983) PTE LTD,"20 GREENWOOD AVENUE, HILLCREST PARK S(289215)",20 GREENWOOD AVENUE,1.33149129253859,103.806809027748
4 QUEEN'S RD,4,1.4305820701364438,-,CE09902A000,NG LIAN TEE,"7 GREENDALE AVENUE, GREENDALE COURT S(289504)",7 GREENDALE AVENUE,1.33166476661284,103.807033788637
4 QUEEN'S RD,4,1.3585759269321644,HUBER'S,CE15F60K000,HUBER'S PTE. LTD.,"22 DEMPSEY ROAD, 1st & 2nd storey S(249679) 1st & 2nd storey",22 DEMPSEY ROAD,1.30679240314535,103.810185814417
4 QUEEN'S RD,4,1.6150034644091533,TASTE SINGAPORE,CE17174A000,TASTE (SINGAPORE) PRIVATE LIMITED,"118 HOLLAND AVENUE #B1-01/10, RAFFLES HOLLAND V S(278997)",118 HOLLAND AVENUE ,1.31056351530083,103.796107173318
4 QUEEN'S RD,4,1.686189362169391,LITTLE FARMS,CE18I13C000,LITTLE FARMS PTE. LTD.,"3 LORONG LIPUT #01-04,#01-05,#01-06, HOLLAND VILLAGE CORNER S(277725)",3 LORONG LIPUT ,1.31067976097165,103.795260908624
4 QUEEN'S RD,4,1.5367021634531046,CULINA,CE19392L000,CULINA PTE. LTD.,"15 DEMPSEY ROAD, S(249675)",15 DEMPSEY ROAD,1.30518823313112,103.810314282281
4 QUEEN'S RD,4,1.0091390952907753,Our Boss,SCE20105E000,OURBOSS PTE. LTD.,"19 SHELFORD ROAD #01-53, S(288408)",19 SHELFORD ROAD ,1.32686143130016,103.812305598569
4 QUEEN'S RD,4,1.7037328336610131,COLD STORAGE,W02066L000,COLD STORAGE SINGAPORE (1983) PTE LTD,"211 HOLLAND AVENUE #01-05, HOLLAND ROAD SHOPPING CENTRE S(278967)",211 HOLLAND AVENUE ,1.31025542158588,103.795350441035
4 QUEEN'S RD,4,1.4638509017153918,The butcher,B03074A000,THE BUTCHER (SINGAPORE) PTE. LTD.,"44 JALAN MERAH SAGA #01-50, S(278116)",44 JALAN MERAH SAGA ,1.31192195425084,103.796844037126
4 QUEEN'S RD,4,1.455134672011862,Fish market,B03078N000,ROSWELL ENTERPRISE PTE. LTD.,"34 GREENWOOD AVENUE, S(289236)",34 GREENWOOD AVENUE,1.33183246511303,103.806492461663
4 QUEEN'S RD,4,1.9137066289361786,COLD STORAGE,C02024A000,COLD STORAGE SINGAPORE (1983) PTE LTD,"1 FIFTH AVENUE #01-05, GUTHRIE HOUSE S(268802)",1 FIFTH AVENUE ,1.33081740114673,103.795692352549
4 QUEEN'S RD,4,0.5961147355095638,fairprice,C02034X000,NTUC FAIRPRICE CO-OPERATIVE LTD,"587 BUKIT TIMAH ROAD, CORONATION PLAZA S(269707)",587 BUKIT TIMAH ROAD,1.32383369976841,103.810002032513
4 QUEEN'S RD,4,0.802956719498217,COLD STORAGE,CE06464C000,COLD STORAGE SINGAPORE (1983) PTE LTD,"501 BUKIT TIMAH ROAD #01-02, CLUNY COURT S(259760)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,0.802956719498217,COLD STORAGE,CE06464C000,COLD STORAGE SINGAPORE (1983) PTE LTD,"501 BUKIT TIMAH ROAD #01-02, CLUNY COURT S(259760)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,0.802956719498217,THE FISHWIVES,W02430L000,THE FISHWIVES PTE. LTD.,"501 BUKIT TIMAH ROAD #01-05B, CLUNY COURT S(259760) (PART OF)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,0.802956719498217,THE FISHWIVES,W02430L000,THE FISHWIVES PTE. LTD.,"501 BUKIT TIMAH ROAD #01-05B, CLUNY COURT S(259760) (PART OF)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,1.4460177452508434,FPXpress,CE07705A000,CHEERS HOLDINGS (2004) PTE. LTD.,"30 GREENWOOD AVENUE, HILLCREST PARK S(289230)",30 GREENWOOD AVENUE,1.33176092057825,103.806586709072
4 QUEEN'S RD,4,1.4136071226252558,COLD STORAGE,CE09685B000,COLD STORAGE SINGAPORE (1983) PTE LTD,"20 GREENWOOD AVENUE, HILLCREST PARK S(289215)",20 GREENWOOD AVENUE,1.33149129253859,103.806809027748
4 QUEEN'S RD,4,1.4305820701364438,-,CE09902A000,NG LIAN TEE,"7 GREENDALE AVENUE, GREENDALE COURT S(289504)",7 GREENDALE AVENUE,1.33166476661284,103.807033788637
4 QUEEN'S RD,4,1.3585759269321644,HUBER'S,CE15F60K000,HUBER'S PTE. LTD.,"22 DEMPSEY ROAD, 1st & 2nd storey S(249679) 1st & 2nd storey",22 DEMPSEY ROAD,1.30679240314535,103.810185814417
4 QUEEN'S RD,4,1.6150034644091533,TASTE SINGAPORE,CE17174A000,TASTE (SINGAPORE) PRIVATE LIMITED,"118 HOLLAND AVENUE #B1-01/10, RAFFLES HOLLAND V S(278997)",118 HOLLAND AVENUE ,1.31056351530083,103.796107173318
4 QUEEN'S RD,4,1.686189362169391,LITTLE FARMS,CE18I13C000,LITTLE FARMS PTE. LTD.,"3 LORONG LIPUT #01-04,#01-05,#01-06, HOLLAND VILLAGE CORNER S(277725)",3 LORONG LIPUT ,1.31067976097165,103.795260908624
4 QUEEN'S RD,4,1.5367021634531046,CULINA,CE19392L000,CULINA PTE. LTD.,"15 DEMPSEY ROAD, S(249675)",15 DEMPSEY ROAD,1.30518823313112,103.810314282281
4 QUEEN'S RD,4,1.0091390952907753,Our Boss,SCE20105E000,OURBOSS PTE. LTD.,"19 SHELFORD ROAD #01-53, S(288408)",19 SHELFORD ROAD ,1.32686143130016,103.812305598569
4 QUEEN'S RD,4,1.7037328336610131,COLD STORAGE,W02066L000,COLD STORAGE SINGAPORE (1983) PTE LTD,"211 HOLLAND AVENUE #01-05, HOLLAND ROAD SHOPPING CENTRE S(278967)",211 HOLLAND AVENUE ,1.31025542158588,103.795350441035
4 QUEEN'S RD,4,1.4638509017153918,The butcher,B03074A000,THE BUTCHER (SINGAPORE) PTE. LTD.,"44 JALAN MERAH SAGA #01-50, S(278116)",44 JALAN MERAH SAGA ,1.31192195425084,103.796844037126
4 QUEEN'S RD,4,1.455134672011862,Fish market,B03078N000,ROSWELL ENTERPRISE PTE. LTD.,"34 GREENWOOD AVENUE, S(289236)",34 GREENWOOD AVENUE,1.33183246511303,103.806492461663
4 QUEEN'S RD,4,1.9137066289361786,COLD STORAGE,C02024A000,COLD STORAGE SINGAPORE (1983) PTE LTD,"1 FIFTH AVENUE #01-05, GUTHRIE HOUSE S(268802)",1 FIFTH AVENUE ,1.33081740114673,103.795692352549
4 QUEEN'S RD,4,0.5961147355095638,fairprice,C02034X000,NTUC FAIRPRICE CO-OPERATIVE LTD,"587 BUKIT TIMAH ROAD, CORONATION PLAZA S(269707)",587 BUKIT TIMAH ROAD,1.32383369976841,103.810002032513
4 QUEEN'S RD,4,0.802956719498217,COLD STORAGE,CE06464C000,COLD STORAGE SINGAPORE (1983) PTE LTD,"501 BUKIT TIMAH ROAD #01-02, CLUNY COURT S(259760)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,0.802956719498217,COLD STORAGE,CE06464C000,COLD STORAGE SINGAPORE (1983) PTE LTD,"501 BUKIT TIMAH ROAD #01-02, CLUNY COURT S(259760)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,0.802956719498217,THE FISHWIVES,W02430L000,THE FISHWIVES PTE. LTD.,"501 BUKIT TIMAH ROAD #01-05B, CLUNY COURT S(259760) (PART OF)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,0.802956719498217,THE FISHWIVES,W02430L000,THE FISHWIVES PTE. LTD.,"501 BUKIT TIMAH ROAD #01-05B, CLUNY COURT S(259760) (PART OF)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,1.4460177452508434,FPXpress,CE07705A000,CHEERS HOLDINGS (2004) PTE. LTD.,"30 GREENWOOD AVENUE, HILLCREST PARK S(289230)",30 GREENWOOD AVENUE,1.33176092057825,103.806586709072
4 QUEEN'S RD,4,1.4136071226252558,COLD STORAGE,CE09685B000,COLD STORAGE SINGAPORE (1983) PTE LTD,"20 GREENWOOD AVENUE, HILLCREST PARK S(289215)",20 GREENWOOD AVENUE,1.33149129253859,103.806809027748
4 QUEEN'S RD,4,1.4305820701364438,-,CE09902A000,NG LIAN TEE,"7 GREENDALE AVENUE, GREENDALE COURT S(289504)",7 GREENDALE AVENUE,1.33166476661284,103.807033788637
4 QUEEN'S RD,4,1.3585759269321644,HUBER'S,CE15F60K000,HUBER'S PTE. LTD.,"22 DEMPSEY ROAD, 1st & 2nd storey S(249679) 1st & 2nd storey",22 DEMPSEY ROAD,1.30679240314535,103.810185814417
4 QUEEN'S RD,4,1.6150034644091533,TASTE SINGAPORE,CE17174A000,TASTE (SINGAPORE) PRIVATE LIMITED,"118 HOLLAND AVENUE #B1-01/10, RAFFLES HOLLAND V S(278997)",118 HOLLAND AVENUE ,1.31056351530083,103.796107173318
4 QUEEN'S RD,4,1.686189362169391,LITTLE FARMS,CE18I13C000,LITTLE FARMS PTE. LTD.,"3 LORONG LIPUT #01-04,#01-05,#01-06, HOLLAND VILLAGE CORNER S(277725)",3 LORONG LIPUT ,1.31067976097165,103.795260908624
4 QUEEN'S RD,4,1.5367021634531046,CULINA,CE19392L000,CULINA PTE. LTD.,"15 DEMPSEY ROAD, S(249675)",15 DEMPSEY ROAD,1.30518823313112,103.810314282281
4 QUEEN'S RD,4,1.0091390952907753,Our Boss,SCE20105E000,OURBOSS PTE. LTD.,"19 SHELFORD ROAD #01-53, S(288408)",19 SHELFORD ROAD ,1.32686143130016,103.812305598569
4 QUEEN'S RD,4,1.7037328336610131,COLD STORAGE,W02066L000,COLD STORAGE SINGAPORE (1983) PTE LTD,"211 HOLLAND AVENUE #01-05, HOLLAND ROAD SHOPPING CENTRE S(278967)",211 HOLLAND AVENUE ,1.31025542158588,103.795350441035
4 QUEEN'S RD,4,1.4638509017153918,The butcher,B03074A000,THE BUTCHER (SINGAPORE) PTE. LTD.,"44 JALAN MERAH SAGA #01-50, S(278116)",44 JALAN MERAH SAGA ,1.31192195425084,103.796844037126
4 QUEEN'S RD,4,1.455134672011862,Fish market,B03078N000,ROSWELL ENTERPRISE PTE. LTD.,"34 GREENWOOD AVENUE, S(289236)",34 GREENWOOD AVENUE,1.33183246511303,103.806492461663
4 QUEEN'S RD,4,1.9137066289361786,COLD STORAGE,C02024A000,COLD STORAGE SINGAPORE (1983) PTE LTD,"1 FIFTH AVENUE #01-05, GUTHRIE HOUSE S(268802)",1 FIFTH AVENUE ,1.33081740114673,103.795692352549
4 QUEEN'S RD,4,0.5961147355095638,fairprice,C02034X000,NTUC FAIRPRICE CO-OPERATIVE LTD,"587 BUKIT TIMAH ROAD, CORONATION PLAZA S(269707)",587 BUKIT TIMAH ROAD,1.32383369976841,103.810002032513
4 QUEEN'S RD,4,0.802956719498217,COLD STORAGE,CE06464C000,COLD STORAGE SINGAPORE (1983) PTE LTD,"501 BUKIT TIMAH ROAD #01-02, CLUNY COURT S(259760)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,0.802956719498217,COLD STORAGE,CE06464C000,COLD STORAGE SINGAPORE (1983) PTE LTD,"501 BUKIT TIMAH ROAD #01-02, CLUNY COURT S(259760)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,0.802956719498217,THE FISHWIVES,W02430L000,THE FISHWIVES PTE. LTD.,"501 BUKIT TIMAH ROAD #01-05B, CLUNY COURT S(259760) (PART OF)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,0.802956719498217,THE FISHWIVES,W02430L000,THE FISHWIVES PTE. LTD.,"501 BUKIT TIMAH ROAD #01-05B, CLUNY COURT S(259760) (PART OF)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,1.4460177452508434,FPXpress,CE07705A000,CHEERS HOLDINGS (2004) PTE. LTD.,"30 GREENWOOD AVENUE, HILLCREST PARK S(289230)",30 GREENWOOD AVENUE,1.33176092057825,103.806586709072
4 QUEEN'S RD,4,1.4136071226252558,COLD STORAGE,CE09685B000,COLD STORAGE SINGAPORE (1983) PTE LTD,"20 GREENWOOD AVENUE, HILLCREST PARK S(289215)",20 GREENWOOD AVENUE,1.33149129253859,103.806809027748
4 QUEEN'S RD,4,1.4305820701364438,-,CE09902A000,NG LIAN TEE,"7 GREENDALE AVENUE, GREENDALE COURT S(289504)",7 GREENDALE AVENUE,1.33166476661284,103.807033788637
4 QUEEN'S RD,4,1.3585759269321644,HUBER'S,CE15F60K000,HUBER'S PTE. LTD.,"22 DEMPSEY ROAD, 1st & 2nd storey S(249679) 1st & 2nd storey",22 DEMPSEY ROAD,1.30679240314535,103.810185814417
4 QUEEN'S RD,4,1.6150034644091533,TASTE SINGAPORE,CE17174A000,TASTE (SINGAPORE) PRIVATE LIMITED,"118 HOLLAND AVENUE #B1-01/10, RAFFLES HOLLAND V S(278997)",118 HOLLAND AVENUE ,1.31056351530083,103.796107173318
4 QUEEN'S RD,4,1.686189362169391,LITTLE FARMS,CE18I13C000,LITTLE FARMS PTE. LTD.,"3 LORONG LIPUT #01-04,#01-05,#01-06, HOLLAND VILLAGE CORNER S(277725)",3 LORONG LIPUT ,1.31067976097165,103.795260908624
4 QUEEN'S RD,4,1.5367021634531046,CULINA,CE19392L000,CULINA PTE. LTD.,"15 DEMPSEY ROAD, S(249675)",15 DEMPSEY ROAD,1.30518823313112,103.810314282281
4 QUEEN'S RD,4,1.0091390952907753,Our Boss,SCE20105E000,OURBOSS PTE. LTD.,"19 SHELFORD ROAD #01-53, S(288408)",19 SHELFORD ROAD ,1.32686143130016,103.812305598569
4 QUEEN'S RD,4,1.7037328336610131,COLD STORAGE,W02066L000,COLD STORAGE SINGAPORE (1983) PTE LTD,"211 HOLLAND AVENUE #01-05, HOLLAND ROAD SHOPPING CENTRE S(278967)",211 HOLLAND AVENUE ,1.31025542158588,103.795350441035
4 QUEEN'S RD,4,1.4638509017153918,The butcher,B03074A000,THE BUTCHER (SINGAPORE) PTE. LTD.,"44 JALAN MERAH SAGA #01-50, S(278116)",44 JALAN MERAH SAGA ,1.31192195425084,103.796844037126
4 QUEEN'S RD,4,1.455134672011862,Fish market,B03078N000,ROSWELL ENTERPRISE PTE. LTD.,"34 GREENWOOD AVENUE, S(289236)",34 GREENWOOD AVENUE,1.33183246511303,103.806492461663
4 QUEEN'S RD,4,1.9137066289361786,COLD STORAGE,C02024A000,COLD STORAGE SINGAPORE (1983) PTE LTD,"1 FIFTH AVENUE #01-05, GUTHRIE HOUSE S(268802)",1 FIFTH AVENUE ,1.33081740114673,103.795692352549
4 QUEEN'S RD,4,0.5961147355095638,fairprice,C02034X000,NTUC FAIRPRICE CO-OPERATIVE LTD,"587 BUKIT TIMAH ROAD, CORONATION PLAZA S(269707)",587 BUKIT TIMAH ROAD,1.32383369976841,103.810002032513
4 QUEEN'S RD,4,0.802956719498217,COLD STORAGE,CE06464C000,COLD STORAGE SINGAPORE (1983) PTE LTD,"501 BUKIT TIMAH ROAD #01-02, CLUNY COURT S(259760)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,0.802956719498217,COLD STORAGE,CE06464C000,COLD STORAGE SINGAPORE (1983) PTE LTD,"501 BUKIT TIMAH ROAD #01-02, CLUNY COURT S(259760)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,0.802956719498217,THE FISHWIVES,W02430L000,THE FISHWIVES PTE. LTD.,"501 BUKIT TIMAH ROAD #01-05B, CLUNY COURT S(259760) (PART OF)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,0.802956719498217,THE FISHWIVES,W02430L000,THE FISHWIVES PTE. LTD.,"501 BUKIT TIMAH ROAD #01-05B, CLUNY COURT S(259760) (PART OF)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,1.4460177452508434,FPXpress,CE07705A000,CHEERS HOLDINGS (2004) PTE. LTD.,"30 GREENWOOD AVENUE, HILLCREST PARK S(289230)",30 GREENWOOD AVENUE,1.33176092057825,103.806586709072
4 QUEEN'S RD,4,1.4136071226252558,COLD STORAGE,CE09685B000,COLD STORAGE SINGAPORE (1983) PTE LTD,"20 GREENWOOD AVENUE, HILLCREST PARK S(289215)",20 GREENWOOD AVENUE,1.33149129253859,103.806809027748
4 QUEEN'S RD,4,1.4305820701364438,-,CE09902A000,NG LIAN TEE,"7 GREENDALE AVENUE, GREENDALE COURT S(289504)",7 GREENDALE AVENUE,1.33166476661284,103.807033788637
4 QUEEN'S RD,4,1.3585759269321644,HUBER'S,CE15F60K000,HUBER'S PTE. LTD.,"22 DEMPSEY ROAD, 1st & 2nd storey S(249679) 1st & 2nd storey",22 DEMPSEY ROAD,1.30679240314535,103.810185814417
4 QUEEN'S RD,4,1.6150034644091533,TASTE SINGAPORE,CE17174A000,TASTE (SINGAPORE) PRIVATE LIMITED,"118 HOLLAND AVENUE #B1-01/10, RAFFLES HOLLAND V S(278997)",118 HOLLAND AVENUE ,1.31056351530083,103.796107173318
4 QUEEN'S RD,4,1.686189362169391,LITTLE FARMS,CE18I13C000,LITTLE FARMS PTE. LTD.,"3 LORONG LIPUT #01-04,#01-05,#01-06, HOLLAND VILLAGE CORNER S(277725)",3 LORONG LIPUT ,1.31067976097165,103.795260908624
4 QUEEN'S RD,4,1.5367021634531046,CULINA,CE19392L000,CULINA PTE. LTD.,"15 DEMPSEY ROAD, S(249675)",15 DEMPSEY ROAD,1.30518823313112,103.810314282281
4 QUEEN'S RD,4,1.0091390952907753,Our Boss,SCE20105E000,OURBOSS PTE. LTD.,"19 SHELFORD ROAD #01-53, S(288408)",19 SHELFORD ROAD ,1.32686143130016,103.812305598569
4 QUEEN'S RD,4,1.7037328336610131,COLD STORAGE,W02066L000,COLD STORAGE SINGAPORE (1983) PTE LTD,"211 HOLLAND AVENUE #01-05, HOLLAND ROAD SHOPPING CENTRE S(278967)",211 HOLLAND AVENUE ,1.31025542158588,103.795350441035
4 QUEEN'S RD,4,1.4638509017153918,The butcher,B03074A000,THE BUTCHER (SINGAPORE) PTE. LTD.,"44 JALAN MERAH SAGA #01-50, S(278116)",44 JALAN MERAH SAGA ,1.31192195425084,103.796844037126
4 QUEEN'S RD,4,1.455134672011862,Fish market,B03078N000,ROSWELL ENTERPRISE PTE. LTD.,"34 GREENWOOD AVENUE, S(289236)",34 GREENWOOD AVENUE,1.33183246511303,103.806492461663
4 QUEEN'S RD,4,1.9137066289361786,COLD STORAGE,C02024A000,COLD STORAGE SINGAPORE (1983) PTE LTD,"1 FIFTH AVENUE #01-05, GUTHRIE HOUSE S(268802)",1 FIFTH AVENUE ,1.33081740114673,103.795692352549
4 QUEEN'S RD,4,0.5961147355095638,fairprice,C02034X000,NTUC FAIRPRICE CO-OPERATIVE LTD,"587 BUKIT TIMAH ROAD, CORONATION PLAZA S(269707)",587 BUKIT TIMAH ROAD,1.32383369976841,103.810002032513
4 QUEEN'S RD,4,0.802956719498217,COLD STORAGE,CE06464C000,COLD STORAGE SINGAPORE (1983) PTE LTD,"501 BUKIT TIMAH ROAD #01-02, CLUNY COURT S(259760)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,0.802956719498217,COLD STORAGE,CE06464C000,COLD STORAGE SINGAPORE (1983) PTE LTD,"501 BUKIT TIMAH ROAD #01-02, CLUNY COURT S(259760)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,0.802956719498217,THE FISHWIVES,W02430L000,THE FISHWIVES PTE. LTD.,"501 BUKIT TIMAH ROAD #01-05B, CLUNY COURT S(259760) (PART OF)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,0.802956719498217,THE FISHWIVES,W02430L000,THE FISHWIVES PTE. LTD.,"501 BUKIT TIMAH ROAD #01-05B, CLUNY COURT S(259760) (PART OF)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,1.4460177452508434,FPXpress,CE07705A000,CHEERS HOLDINGS (2004) PTE. LTD.,"30 GREENWOOD AVENUE, HILLCREST PARK S(289230)",30 GREENWOOD AVENUE,1.33176092057825,103.806586709072
4 QUEEN'S RD,4,1.4136071226252558,COLD STORAGE,CE09685B000,COLD STORAGE SINGAPORE (1983) PTE LTD,"20 GREENWOOD AVENUE, HILLCREST PARK S(289215)",20 GREENWOOD AVENUE,1.33149129253859,103.806809027748
4 QUEEN'S RD,4,1.4305820701364438,-,CE09902A000,NG LIAN TEE,"7 GREENDALE AVENUE, GREENDALE COURT S(289504)",7 GREENDALE AVENUE,1.33166476661284,103.807033788637
4 QUEEN'S RD,4,1.3585759269321644,HUBER'S,CE15F60K000,HUBER'S PTE. LTD.,"22 DEMPSEY ROAD, 1st & 2nd storey S(249679) 1st & 2nd storey",22 DEMPSEY ROAD,1.30679240314535,103.810185814417
4 QUEEN'S RD,4,1.6150034644091533,TASTE SINGAPORE,CE17174A000,TASTE (SINGAPORE) PRIVATE LIMITED,"118 HOLLAND AVENUE #B1-01/10, RAFFLES HOLLAND V S(278997)",118 HOLLAND AVENUE ,1.31056351530083,103.796107173318
4 QUEEN'S RD,4,1.686189362169391,LITTLE FARMS,CE18I13C000,LITTLE FARMS PTE. LTD.,"3 LORONG LIPUT #01-04,#01-05,#01-06, HOLLAND VILLAGE CORNER S(277725)",3 LORONG LIPUT ,1.31067976097165,103.795260908624
4 QUEEN'S RD,4,1.5367021634531046,CULINA,CE19392L000,CULINA PTE. LTD.,"15 DEMPSEY ROAD, S(249675)",15 DEMPSEY ROAD,1.30518823313112,103.810314282281
4 QUEEN'S RD,4,1.0091390952907753,Our Boss,SCE20105E000,OURBOSS PTE. LTD.,"19 SHELFORD ROAD #01-53, S(288408)",19 SHELFORD ROAD ,1.32686143130016,103.812305598569
4 QUEEN'S RD,4,1.7037328336610131,COLD STORAGE,W02066L000,COLD STORAGE SINGAPORE (1983) PTE LTD,"211 HOLLAND AVENUE #01-05, HOLLAND ROAD SHOPPING CENTRE S(278967)",211 HOLLAND AVENUE ,1.31025542158588,103.795350441035
4 QUEEN'S RD,4,1.4638509017153918,The butcher,B03074A000,THE BUTCHER (SINGAPORE) PTE. LTD.,"44 JALAN MERAH SAGA #01-50, S(278116)",44 JALAN MERAH SAGA ,1.31192195425084,103.796844037126
4 QUEEN'S RD,4,1.455134672011862,Fish market,B03078N000,ROSWELL ENTERPRISE PTE. LTD.,"34 GREENWOOD AVENUE, S(289236)",34 GREENWOOD AVENUE,1.33183246511303,103.806492461663
4 QUEEN'S RD,4,1.9137066289361786,COLD STORAGE,C02024A000,COLD STORAGE SINGAPORE (1983) PTE LTD,"1 FIFTH AVENUE #01-05, GUTHRIE HOUSE S(268802)",1 FIFTH AVENUE ,1.33081740114673,103.795692352549
4 QUEEN'S RD,4,0.5961147355095638,fairprice,C02034X000,NTUC FAIRPRICE CO-OPERATIVE LTD,"587 BUKIT TIMAH ROAD, CORONATION PLAZA S(269707)",587 BUKIT TIMAH ROAD,1.32383369976841,103.810002032513
4 QUEEN'S RD,4,0.802956719498217,COLD STORAGE,CE06464C000,COLD STORAGE SINGAPORE (1983) PTE LTD,"501 BUKIT TIMAH ROAD #01-02, CLUNY COURT S(259760)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,0.802956719498217,COLD STORAGE,CE06464C000,COLD STORAGE SINGAPORE (1983) PTE LTD,"501 BUKIT TIMAH ROAD #01-02, CLUNY COURT S(259760)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,0.802956719498217,THE FISHWIVES,W02430L000,THE FISHWIVES PTE. LTD.,"501 BUKIT TIMAH ROAD #01-05B, CLUNY COURT S(259760) (PART OF)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,0.802956719498217,THE FISHWIVES,W02430L000,THE FISHWIVES PTE. LTD.,"501 BUKIT TIMAH ROAD #01-05B, CLUNY COURT S(259760) (PART OF)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,1.4460177452508434,FPXpress,CE07705A000,CHEERS HOLDINGS (2004) PTE. LTD.,"30 GREENWOOD AVENUE, HILLCREST PARK S(289230)",30 GREENWOOD AVENUE,1.33176092057825,103.806586709072
4 QUEEN'S RD,4,1.4136071226252558,COLD STORAGE,CE09685B000,COLD STORAGE SINGAPORE (1983) PTE LTD,"20 GREENWOOD AVENUE, HILLCREST PARK S(289215)",20 GREENWOOD AVENUE,1.33149129253859,103.806809027748
4 QUEEN'S RD,4,1.4305820701364438,-,CE09902A000,NG LIAN TEE,"7 GREENDALE AVENUE, GREENDALE COURT S(289504)",7 GREENDALE AVENUE,1.33166476661284,103.807033788637
4 QUEEN'S RD,4,1.3585759269321644,HUBER'S,CE15F60K000,HUBER'S PTE. LTD.,"22 DEMPSEY ROAD, 1st & 2nd storey S(249679) 1st & 2nd storey",22 DEMPSEY ROAD,1.30679240314535,103.810185814417
